NO,課程碼,主開課程碼,開課單位,科目名稱,學分,選別,期次,授課教師/專長,授課語言,週別,星期,節次,教室,週別,星期,節次,教室,週別,星期,節次,教室,是否開放大四生上修,備註,可選課年級／分發優先順序,課程人數／屬性資料,通識領域／學群,是否開放選課條,大綱
716,D860115075,,營養一,烘焙學與實習 Baking Technology and Lab.,3.00,選,學期,張凱莉 專長： 烘焙學,中文,全,一(Mon),D1-D4,NF453,,,,,,,,,否,本課程因設備有限，無法開放外系生、交換生選課；無法接受校際選課。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 36 外系： 3 屬性： 可退拒加 拒退年級： 不設定,領域： 學群：,否,
717,D860133898,,營養一,機能營養醫學講座---創新理論與實務應用 Translational Forum on Nutrition and Medicine: Apply basic research to health promotion,1.00,選,學期,吳文勉 專長： 免疫學、營養與免疫、實驗動物營養學,中文,單,三(Wed),D3-D4,NF356,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 52 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
718,D860215725,,營養二,營養與美容 Nutrition and beauty,2.00,選,學期,劉奕方 專長： 礦物質營養學、分子營養學、營養基因體學、非編譯RNA分子生物學,中文,全,二(Tue),D7-D8,ES517,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 100 外系： 20 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
719,D860230097,,營養二,營養師基礎實習 Dietetics Internship-Basic training,1.00,選,學期,林建淵 專長： 健康老化、飲食評量、飲食型態、膳食營養基準、長期照護、統計分析,中文,全,四(Thu),D5-D6,NF356,,,,,,,,,否,1. 此為考選部規定報考國考營養師之基礎營養實習學分 2. 課程內容涵蓋非課表時段進行校外參訪。,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 130 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
720,D860236825,,營養二,專題研究(B) Special Topics (B),1.00,選,學年,許瑞芬 專長： 營養生化、分子細胞營養學、營養基因體學、葉酸營養與癌症預防,中文,,,-,不需要教室,,,,,,,,,否,本課程需與談定授課教師確認上課時間及地點,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 75 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
721,D860237361,,營養二,醫用微生物 Medical Microbiology,2.00,選,學期,江明憲 專長： 流行病學、生物統計、生物化學及微生物學,中文,全,五(Fri),D3-D4,NF356,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 41 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
722,D860302896,,營養三,臨床營養 Clinical Nutrition,2.00,選,學期,吳柏姍 專長： 醫院臨床營養、臨床營養照護,中文,全,一(Mon),D5-D6,NF356,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
723,D860316288,,營養三,保健食品 Functional Foods,2.00,選,學期,吳文勉 專長： 免疫學、營養與免疫、實驗動物營養學,中文,全,五(Fri),D3-D4,NF158,,,,,,,,,否,先修課程 營養學、生物化學、膳食療養學,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 130 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
724,D860331020,,營養三,高齡營養與長期照顧 Nutrition in long term care,2.00,選,學期,林建淵 專長： 健康老化、飲食評量、飲食型態、膳食營養基準、長期照護、統計分析,中文,全,一(Mon),D3-D4,NF356,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
725,D860332137,,營養三,營養醫學概論 Introduction to Nutrition Medicine,2.00,選,學期,郭常勝 專長： 團體膳食管理、臨床營養照護與教學研究,中文,全,三(Wed),D7-D8,NF356,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
726,D860334667,,營養三,食品加工概論 Introduction to Food Processing,2.00,選,學期,劉曉卉 專長： 食品加工相關,中文,全,五(Fri),D5-D6,NF356,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
727,D860430098,,營養四,營養師實習-臨床營養 Dietetics Internship- Clinical Nutrition 實,3.00,選,學期,楊欣怡 專長： 食品機能性成分、團體膳食設計與管理、高血壓與肝臟疾病動物模式,中文,,,-,不需要教室,,,,,,,,,否,寒假及學期間(四下)實習,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 16 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
728,D860430099,,營養四,營養師實習-膳食管理 Dietetics Internship-Food Service and Management 實,2.00,選,學期,楊欣怡 專長： 食品機能性成分、團體膳食設計與管理、高血壓與肝臟疾病動物模式,中文,,,-,不需要教室,,,,,,,,,否,寒假及學期間(四下)實習,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 16 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
729,D860430100,,營養四,營養師實習-社區營養 Dietetics Internship-Community Nutrition 實,1.00,選,學期,楊欣怡 專長： 食品機能性成分、團體膳食設計與管理、高血壓與肝臟疾病動物模式,中文,,,-,不需要教室,,,,,,,,,否,寒假及學期間(四下)實習,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 16 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
730,D890102933,,電機一,離散數學 Discrete Mathematics,3.00,選,學期,林廼文 專長： 電機工程,中文,全,二(Tue),D2-D4,MD303,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 55 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
731,D890105341,,電機一,電機電子概論 Introduction to Electrical Engineering,2.00,選,學期,鄞永昌 專長： 類比電路設計為主要研究方向、亦含奈米與通訊之跨領域整合研究,中文,全,二(Tue),D3-D4,SF132,,,,,,,,,否,,最低年級： 一年級 最高年級： 一年級 分發優先順序： 1開課單位學生優先,開放： 100 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
732,D890211678,,電機二,無線行動通訊科技概論 Introduction to Mobile Radio Communication Technology,3.00,選,學期,林昇洲 專長： 無線通訊、數位信號處理、雷達設計、光纖通訊,中文,全,三(Wed),D7-E0,SF549,,,,,,,,,否,專業選修,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
733,D890301292,,電機三,半導體概論 Introduction to Semiconductor,3.00,選,學期,徐國政 專長： 可變結構控制設計、半導體元件及製程,中文,全,三(Wed),D2-D4,SF738A,,,,,,,,,否,專業選修,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 30 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
734,D890301558,,電機三,作業系統 Operating System 程,3.00,選,學期,莊岳儒 專長： 無線通訊技術、網路通訊協定、嵌入式系統設計,中文,全,一(Mon),D7-E0,LM301,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 70 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
735,D890302739,,電機三,數值分析 Numerical Analysis 程,3.00,選,學期,林正忠 專長： 醫學影像、人體動作分析,中文,全,四(Thu),D2-D4,SF549,,,,,,,,,否,專業選修,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 40 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
736,D890310117,,電機三,通訊系統模擬 Communication System Simulations 程,3.00,選,學期,劉鴻裕 專長： 通訊信號處理、檢測與估計理論、同步、正交分頻多工、無線通訊,中文,全,四(Thu),D5-D7,SF549,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 40 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
737,D890311073,,電機三,計算機網路概論 Introduction to Computer Networks 英-專業 程,3.00,選,學期,劉惠英 專長： 高速網路、多媒體通訊網路,全英文,全,二(Tue),D2-D4,SF235,,,,,,,,,否,專業選修,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 70 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
738,D890419734,,電機四,電源與電池管理系統導論 Power and Battery Management Systems,3.00,選,學期,鄭明旺 專長： 智慧型鋰電池管理系統,中文,全,五(Fri),E0-E2,SF550,,,,,,,,,否,,最低年級： 四年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 35 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
739,D890430982,,電機四,電機工程產業實習 Industry Practice in Electrical Engineering 實,9.00,選,學期,杜弘隆 專長： 通訊積體電路設計、數位、類比積體電路設計,中文,,,-,不需要教室,,,,,,,,,否,,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 15 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
740,D890437147,,電機四,感測器原理與應用 Principles and Applications of Sensors,3.00,選,學期,柯易斌 專長： 電力電子學,中文,全,一(Mon),D2-D4,SF742,,,,,,,,,否,,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 30 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
741,D891105456,,電機一甲,程式設計實習 Pract. Programming Technigues 程,1.00,選,學期,莊岳儒 專長： 無線通訊技術、網路通訊協定、嵌入式系統設計,中文,全,一(Mon),D5-D6,SF338,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 70 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
742,D892105456,,電機一乙,程式設計實習 Pract. Programming Technigues 程,1.00,選,學期,劉惠英 專長： 高速網路、多媒體通訊網路,中文,全,四(Thu),D5-D6,ES401,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 70 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
743,D900010624,,宗教系,生命教育概論 Introduction to Life Education,2.00,選,學期,陳德光 專長： 比較宗教學、舊約聖經、神秘主義、生命教育、艾克哈研究,中文,全,二(Tue),D5-D6,BS114,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 30 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
744,D900018818,,宗教系,伊斯蘭教概論 An Introduction to Islam,2.00,選,學期,彭書穎 專長： 伊斯蘭教,中文,全,四(Thu),D5-D6,BS114,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 20 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
745,D900022258,,宗教系,基督宗教與臺灣原住民 Christianity and Taiwan aborigines,2.00,選,學期,劉得興 專長： 人生哲學、台灣原住民歷史與文化,中文,全,一(Mon),D5-D6,ES607,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 40 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
746,D900022450,,宗教系,殯葬文書 Funeral Writing,2.00,選,學期,李日斌 專長： 殯葬禮俗,中文,全,一(Mon),D7-D8,BS114,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
747,D900030608,,宗教系,殯葬經濟學 Funeral Economy,2.00,選,學期,王別玄 專長： 殯葬生死觀,中文,全,六(Sat),D3-D4,ES408,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 77 外系： 30 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
748,D900033628,,宗教系,遺體處理與美容 Processing and Beauty of Dead Body,2.00,選,學期,李日斌 專長： 殯葬禮俗,中文,全,二(Tue),D7-D8,BS114,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
749,D900034394,,宗教系,宗教產業的魅力創新 Charismatic Innovation in Religious Industry,2.00,選,學期,盛翠穎 專長： 道教生命教育,中文,全,一(Mon),D5-D6,ES508,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 77 外系： 40 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
